"","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"40","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3TXMY6UCAF2EZ8VPCBE2UYBPRWLCQI","A3MI4W2P50DBKS","Submitted","Wed Feb 14 22:28:19 PST 2018","Wed Feb 14 22:49:49 PST 2018","Sat Feb 17 22:49:49 PST 2018",NA,NA,NA,1290,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
"41","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3UJ1CZ6IZI35D31NP5GZBSKGH3KS5F","A1GKUAKO01ONT7","Submitted","Wed Feb 14 22:37:22 PST 2018","Wed Feb 14 22:45:33 PST 2018","Sat Feb 17 22:45:33 PST 2018",NA,NA,NA,491,"100% (2/2)","100% (2/2)","100% (2/2)",785999,"X",""
"42","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3UJ1CZ6IZI35D31NP5GZBSKGH3L5ST","A32Y9JC775LYLV","Submitted","Wed Feb 14 22:41:55 PST 2018","Wed Feb 14 22:58:10 PST 2018","Sat Feb 17 22:58:10 PST 2018",NA,NA,NA,975,"100% (4/4)","100% (1/1)","0% (0/0)",785999,"X",""
"43","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3UWN2HHPUZJ93S7TT5CL59K28OKNS0","A3GSIZ2GX4L1Z3","Submitted","Wed Feb 14 22:31:05 PST 2018","Wed Feb 14 22:49:22 PST 2018","Sat Feb 17 22:49:22 PST 2018",NA,NA,NA,1097,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"44","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3VNL7UK1XGXYU07RKHYY797F8GCTFO","A3SN5PG0UZGYKA","Submitted","Wed Feb 14 22:32:59 PST 2018","Wed Feb 14 23:07:04 PST 2018","Sat Feb 17 23:07:04 PST 2018",NA,NA,NA,2045,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"45","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3VSOLARPKCNKU9IK2GSFF0H6BJ639R","ALAOEYIYW0CW7","Submitted","Wed Feb 14 22:54:19 PST 2018","Wed Feb 14 23:22:23 PST 2018","Sat Feb 17 23:22:23 PST 2018",NA,NA,NA,1684,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"X",""
"46","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3W2LOLRXLCTWU7MDH3K0N7Y2SRWKR4","AK3DF1BXS8DSM","Submitted","Wed Feb 14 22:41:23 PST 2018","Wed Feb 14 23:03:30 PST 2018","Sat Feb 17 23:03:30 PST 2018",NA,NA,NA,1327,"100% (2/2)","0% (0/0)","0% (0/0)",785999,"X",""
"47","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3WQ3B2KGE9U78ZJ2DWSSIDXZ1ZU1B6","A2GTY8GLAYN9BU","Submitted","Wed Feb 14 22:35:28 PST 2018","Wed Feb 14 22:48:33 PST 2018","Sat Feb 17 22:48:33 PST 2018",NA,NA,NA,785,"67% (2/3)","100% (2/2)","100% (2/2)",785999,"X",""
"48","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3WYGZ5XF3XT8VMMQWSK5DH3YETJSK4","A3LUBKV41WYBK3","Submitted","Wed Feb 14 23:31:33 PST 2018","Wed Feb 14 23:50:10 PST 2018","Sat Feb 17 23:50:10 PST 2018",NA,NA,NA,1117,"100% (2/2)","100% (2/2)","0% (0/0)",785999,"","X"
"49","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3X31TUMD7Y0JL85E49HMWGT4DT91LU","A20SMUCY0FQA7Z","Submitted","Wed Feb 14 22:47:54 PST 2018","Wed Feb 14 23:35:48 PST 2018","Sat Feb 17 23:35:48 PST 2018",NA,NA,NA,2874,"75% (3/4)","0% (0/0)","0% (0/0)",785999,"X",""
"50","367O8HRHKGMLV0ZULYSOHGIIPHVS42","3PDAEG1VSK32VN4HI0BEMPZC0YF5U9","Investigating character interactions","Here, we ask you to view images of characters and answer questions about them.","survey, demographics","$0.20","Wed Feb 14 22:27:43 PST 2018",50,"BatchId:3116154;OriginalHitTemplateId:920937340;",3600,259200,"Wed Feb 21 22:27:43 PST 2018",NA,NA,"3X65QVEQI1138BFCK666DCCVHQZLC3","A1YPX4OBE2YR2V","Submitted","Wed Feb 14 22:45:07 PST 2018","Wed Feb 14 22:57:05 PST 2018","Sat Feb 17 22:57:05 PST 2018",NA,NA,NA,718,"0% (0/0)","0% (0/0)","0% (0/0)",785999,"","X"
