StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Mturk ID,Gender,Age,Education,Ethnicity,English?,1.A,1.A,1.A,1.A,1.B,1.B,1.B,1.B,1.C,1.C,1.C,1.C,1.D,1.D,1.D,1.D,1.E,1.E,1.E,1.E,2.A,2.A,2.A,2.A,2.B,2.B,2.B,2.B,2.C,2.C,2.C,2.C,2.D,2.D,2.D,2.D,2.E,2.E,2.E,2.E,3.A,3.A,3.A,3.A,3.B,3.B,3.B,3.B,3.C,3.C,3.C,3.C,3.D,3.D,3.D,3.D,3.E,3.E,3.E,3.E,4.A,4.A,4.A,4.A,4.B,4.B,4.B,4.B,4.C,4.C,4.C,4.C,4.D,4.D,4.D,4.D,4.E,4.E,4.E,4.E,5.A,5.A,5.A,5.A,5.B,5.B,5.B,5.B,5.C,5.C,5.C,5.C,5.D,5.D,5.D,5.D,5.E,5.E,5.E,5.E,problems,score,survey_code
2018-02-14 01:10:10,2018-02-14 01:23:33,IP Address,122.164.91.79,100,802,True,2018-02-14 01:23:34,R_1rIC7YEEKsOZi21,,,,,"13,083297729492","80,283294677734",anonymous,EN,A2M5YIOR0MJUSA,Female,24,Bachelor's Degree,Asian,Yes,A,A,A,C,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,A,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,C,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,THANK YOU,97,785999
2018-02-14 01:02:06,2018-02-14 01:26:01,IP Address,73.150.80.142,100,1434,True,2018-02-14 01:26:02,R_2zO592V8lx93odx,,,,,"40,725997924805","-74,233200073242",anonymous,EN,A1ROQLNF06YHZX,Female,25,Bachelor's Degree,White,Yes,A,A,A,A,B,B,B,D,D,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,C,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,"No, I didn't experience any issues with that part of the experiment.",97,785999
2018-02-14 01:12:59,2018-02-14 01:28:12,IP Address,106.205.182.132,100,912,True,2018-02-14 01:28:14,R_2eXoIrCPAWcLUPi,,,,,"28,433303833008","77,316711425781",anonymous,EN,A3LIV109259OU2,Male,27,Bachelor's Degree,Asian,Yes,A,E,A,A,B,B,B,B,C,C,A,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,No,98,785999
2018-02-14 01:11:35,2018-02-14 01:41:35,IP Address,122.164.94.94,100,1799,True,2018-02-14 01:41:37,R_O0vskeuBq239aHD,,,,,"9,5166931152344","78,100006103516",anonymous,EN,A2FVHVDTBC1BVB,Male,25,Bachelor's Degree,Asian,Yes,B,B,A,A,B,B,B,A,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,D,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,D,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,no ,95,785999
2018-02-14 01:29:23,2018-02-14 01:43:22,IP Address,24.18.91.73,100,839,True,2018-02-14 01:43:23,R_3mfz1FC8xWA76gm,,,,,"47,901504516602","-122,18440246582",anonymous,EN,A1BXX58M8EEXP6,Female,39,High School Degree,White,Yes,A,A,A,A,D,B,B,B,C,E,C,D,D,D,E,A,C,E,D,D,C,A,A,A,B,B,E,B,D,C,E,D,B,E,A,E,A,C,E,B,A,A,A,A,B,B,B,B,C,C,D,C,C,E,E,C,C,C,E,E,A,E,A,A,B,B,B,B,C,C,D,D,E,D,E,C,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,E,C,D,E,E,D,E,E,no,63,785999
2018-02-14 01:32:34,2018-02-14 01:43:23,IP Address,117.221.141.76,100,648,True,2018-02-14 01:43:25,R_VJtHia5nHXo7FYd,,,,,"10,804992675781","78,685607910156",anonymous,EN,A6GS1C9J3ARSB,Female,25,Some 4-year College,Asian,Yes,D,C,A,D,D,A,E,E,C,C,B,A,B,A,D,B,B,C,E,A,E,B,C,D,A,D,C,B,A,A,E,D,E,B,B,C,E,D,E,A,C,C,C,B,D,B,A,E,E,A,B,C,E,B,E,D,C,A,D,D,C,E,C,D,D,E,B,C,A,A,A,D,E,B,E,A,C,A,D,B,B,D,C,A,C,A,B,D,E,B,D,A,B,E,E,D,C,C,E,A,this survey was very easy,16,785999
2018-02-14 01:11:25,2018-02-14 01:48:45,IP Address,122.164.91.64,100,2240,True,2018-02-14 01:48:47,R_3pfppn3fefWee8h,,,,,"13,083297729492","80,283294677734",anonymous,EN,A2KH9SC6A8VQXZ,Male,24,Bachelor's Degree,Asian,Yes,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,thank,100,785999
2018-02-14 01:45:04,2018-02-14 01:56:54,IP Address,117.217.181.222,100,709,True,2018-02-14 01:56:56,R_2dFPZ90Ou7egHiL,,,,,"13,083297729492","80,283294677734",anonymous,EN,A304PUXIRA930J,Male,25,Associates Degree,Black or African American,Yes,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,no comments,100,785999
2018-02-14 01:53:43,2018-02-14 02:05:08,IP Address,94.69.255.112,100,685,True,2018-02-14 02:05:09,R_3p9Xy0EoQbrAaZg,,,,,"40,64030456543","22,943893432617",anonymous,EN,AKHO08K69B4Y4,Female,35,PhD/MD/JD/other higher degree,White,No,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,E,B,B,B,B,C,C,C,C,D,D,D,B,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,"no, it was just too time consuming",98,785999
2018-02-14 01:47:37,2018-02-14 01:51:22,IP Address,122.164.89.171,27,224,False,2018-02-14 10:40:34,R_2y9gxyGKaNclct5,,,,,,,anonymous,EN,A2Q4ILF5IEPAE3,Male,25,Bachelor's Degree,Asian,No,D,A,A,A,,E,E,D,B,E,C,E,D,D,D,D,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
2018-02-14 01:23:20,2018-02-14 01:24:26,IP Address,59.93.85.171,0,65,False,2018-02-14 10:40:36,R_C4gxpPhnmnThGb7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 01:23:03,2018-02-14 01:24:06,Spam,59.93.85.171,0,63,False,2018-02-14 10:40:36,R_D14vJHV5ir5U70l,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 01:21:11,2018-02-14 02:00:54,IP Address,157.50.108.65,100,2382,False,2018-02-14 10:40:43,R_tXvXG1oEQoaMufD,,,,,,,anonymous,EN,A3QX9ABC1DVMQG,Female,25,Bachelor's Degree,Asian,Yes,A,A,A,A,B,B,B,B,C,E,C,C,E,D,E,D,E,D,D,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,B,C,C,D,D,D,E,E,E,E,E,good,93,785999
2018-02-14 01:11:17,2018-02-14 01:16:07,IP Address,122.164.89.171,0,290,False,2018-02-14 10:40:50,R_2rpjUQXNHEEkHzy,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 01:07:42,2018-02-14 01:12:50,IP Address,106.205.182.132,9,307,False,2018-02-14 10:40:50,R_e2TLgeq1Nf6OpCp,,,,,,,anonymous,EN,A3LIV109259OU2,Male,27,Bachelor's Degree,Asian,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 01:10:07,2018-02-14 01:11:30,IP Address,122.164.94.94,10,83,False,2018-02-14 10:40:56,R_AiYWOPVRmxVSMZr,,,,,,,anonymous,EN,A2FVHVDTBC1BVB,Male,25,Bachelor's Degree,White,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:56:37,2018-02-14 01:04:41,IP Address,171.49.187.3,60,484,False,2018-02-14 10:41:01,R_6QFWxjlfVBMdQ7D,,,,,,,anonymous,EN,A23EN2JGBLUQ0H,Female,32,Bachelor's Degree,Asian,Yes,E,A,E,D,B,B,B,B,C,D,A,B,D,A,C,A,B,B,D,C,A,A,A,A,C,B,B,B,B,C,A,C,B,C,C,C,C,A,C,C,D,A,A,A,B,,B,B,C,C,E,C,B,D,D,D,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,
2018-02-14 00:59:08,2018-02-14 01:13:54,IP Address,103.25.44.2,100,885,False,2018-02-14 10:41:08,R_8AEyI9ZhRyxGjEB,,,,,,,anonymous,EN,AJJXHZYX2W4NF,Female,26,Bachelor's Degree,Asian,Yes,A,D,A,D,B,C,B,D,C,C,C,C,C,C,C,B,A,C,C,D,A,A,A,A,B,B,B,B,C,C,E,E,D,D,D,B,E,A,E,C,A,A,A,A,B,B,B,B,C,C,C,E,D,D,D,D,A,E,E,E,A,A,A,A,B,B,B,B,C,C,C,E,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,E,D,D,D,D,E,E,E,E,no,79,785999
2018-02-14 00:56:05,2018-02-14 01:09:33,IP Address,103.25.44.2,100,808,False,2018-02-14 10:41:12,R_5arUOUvqWMrFAZz,,,,,,,anonymous,EN,A3VWU0WEB2VD48,Female,25,Bachelor's Degree,Asian,Yes,B,D,D,C,C,B,D,C,D,D,D,E,D,C,D,B,D,D,D,B,C,D,D,C,C,D,D,D,D,B,C,D,C,C,D,D,D,C,C,D,C,E,D,D,C,B,B,C,C,C,C,D,B,C,D,B,C,D,D,D,A,A,A,A,A,A,B,B,E,C,E,C,D,D,D,D,A,E,C,C,A,A,C,A,B,A,B,B,B,C,A,B,D,D,D,B,E,E,D,E,GOOD,38,785999
2018-02-14 00:52:56,2018-02-14 00:53:35,IP Address,208.54.80.182,0,39,False,2018-02-14 10:41:13,R_0DPp3rVnhGl6WR3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:57:45,2018-02-14 01:26:42,IP Address,47.31.77.30,100,1737,False,2018-02-14 10:41:14,R_29ddBT6LMBex8Ai,,,,,,,anonymous,EN,A26OCSX1VUO9EV,Male,37,Bachelor's Degree,Asian,No,A,A,E,A,B,B,B,B,C,C,C,C,D,D,D,D,E,A,E,A,A,A,A,A,B,B,B,B,C,C,C,A,D,D,D,D,E,E,E,E,A,A,B,A,B,B,B,B,C,E,D,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,C,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,No,92,785999
2018-02-14 00:48:37,2018-02-14 00:52:51,IP Address,103.21.78.154,24,254,False,2018-02-14 10:41:23,R_1QMKuz8IgITMLPk,,,,,,,anonymous,EN,A3IM1NBW1G1TCU,Male,25,Bachelor's Degree,White,Yes,,A,A,A,C,C,B,,E,C,,B,D,,D,D,E,E,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
2018-02-14 00:50:22,2018-02-14 01:03:37,IP Address,103.25.44.2,100,794,False,2018-02-14 10:41:23,R_3CZbiHeYQQpPIxh,,,,,,,anonymous,EN,A11ZS25OQS2ED0,Female,36,Bachelor's Degree,Asian,No,A,A,A,A,C,C,C,C,C,A,D,A,B,C,B,B,E,E,E,E,A,A,A,A,D,D,D,C,D,B,C,D,C,B,B,C,E,A,E,D,A,A,A,A,B,D,C,B,A,D,D,B,C,B,D,B,E,E,E,E,A,A,A,A,D,C,C,D,C,C,A,C,B,C,D,D,E,E,E,E,A,A,A,A,B,C,C,B,C,C,B,C,D,D,D,D,E,E,E,E,no,57,785999
2018-02-14 00:48:24,2018-02-14 00:50:02,IP Address,103.25.44.2,11,97,False,2018-02-14 10:41:27,R_2ZUOqh0IKO0AoJY,,,,,,,anonymous,EN,A11ZS25OQS2ED0,Female,26,Associates Degree,Asian,No,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:55:29,2018-02-14 00:57:24,IP Address,47.31.77.30,4,114,False,2018-02-14 10:41:31,R_3IPRhRij6JNJuk0,,,,,,,anonymous,EN,A26OCSX1VUO9EV,Male,36,Bachelor's Degree,Asian,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:53:49,2018-02-14 01:23:10,IP Address,59.93.85.171,100,1760,False,2018-02-14 10:41:32,R_2SCw9C2PjW1KNY0,,,,,,,anonymous,EN,A2CWBA5KCB6BUB,Female,46,Bachelor's Degree,Asian,No,B,C,A,A,E,C,A,B,B,C,B,C,A,E,D,B,B,C,E,D,B,D,E,B,B,D,A,A,C,C,C,C,D,E,A,D,D,B,E,E,A,E,B,B,B,D,A,A,C,C,C,C,B,E,D,D,E,D,A,A,D,B,D,B,D,D,D,B,C,C,C,C,E,A,A,B,E,D,E,B,A,D,D,A,A,D,A,D,C,C,A,C,E,D,B,A,A,B,B,B,No i have not ecountered any technical problems,38,785999
2018-02-14 00:50:40,2018-02-14 01:03:06,IP Address,103.25.44.2,100,745,False,2018-02-14 10:41:32,R_2eWqXemhTUSXMgW,,,,,,,anonymous,EN,A3IWIS85XYZ93,Female,26,Bachelor's Degree,Asian,Yes,D,C,B,C,A,B,C,A,D,D,B,C,E,B,C,A,B,D,C,E,D,C,D,D,C,B,D,B,D,C,C,C,C,C,B,C,D,B,D,D,D,E,D,E,C,B,E,B,E,D,C,D,C,D,B,D,B,D,D,D,C,D,D,E,D,B,B,B,D,D,D,D,B,D,E,E,C,B,D,D,D,E,A,A,B,D,B,B,D,C,D,C,D,B,B,B,E,D,C,C,YES,26,785999
2018-02-14 00:43:56,2018-02-14 00:45:54,IP Address,122.164.205.52,0,118,False,2018-02-14 10:41:34,R_DzXwx1VKBWXYyt3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:47:37,2018-02-14 00:47:58,IP Address,103.21.78.154,0,20,False,2018-02-14 10:41:37,R_1NsTm78xD2uRPRi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:43:37,2018-02-14 00:55:27,IP Address,103.25.44.2,100,709,False,2018-02-14 10:41:55,R_1EXssMERT8aVZj4,,,,,,,anonymous,EN,A31VO6LWUEE9F9,Female,26,Some 2-year College,Asian,Yes,A,A,A,A,B,E,B,B,C,C,C,C,D,D,D,D,D,E,B,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,E,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,C,E,E,VERY NICE,95,785999
2018-02-14 00:43:06,2018-02-14 00:47:43,IP Address,103.21.78.154,21,276,False,2018-02-14 10:41:56,R_2YYAMvvU0LJfo18,,,,,,,anonymous,EN,A3IM1NBW1G1TCU,Male,25,Associates Degree,White,Yes,D,C,E,A,C,D,C,,B,,,,D,,,D,,B,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2018-02-14 00:47:45,2018-02-14 01:04:41,IP Address,172.116.28.59,100,1015,False,2018-02-14 10:42:05,R_reu4ZXUclrP4GnT,,,,,,,anonymous,EN,A37CO0N1KC1CDW,Female,25,Some 2-year College,White,Yes,C,E,C,B,A,E,D,C,C,E,C,D,D,B,D,D,B,D,B,C,B,B,A,D,E,D,E,C,D,B,D,D,C,C,D,E,E,B,C,C,D,E,E,B,E,E,E,C,E,D,E,E,D,D,E,E,C,E,E,E,E,D,C,D,D,E,D,D,D,E,C,A,D,C,C,D,E,E,B,E,C,C,A,D,B,E,D,C,E,C,D,C,D,C,E,D,C,D,E,D,,26,785999
2018-02-14 00:27:04,2018-02-14 01:00:44,IP Address,223.31.99.70,48,2019,False,2018-02-14 10:42:05,R_3a7QGRMTI5mgO3v,,,,,,,anonymous,EN,A16CWP0EB59BJN,Male,27,Bachelor's Degree,Asian,Yes,A,A,A,A,B,B,B,C,B,C,D,C,D,D,D,D,C,E,E,A,D,D,A,D,C,E,B,C,E,A,C,B,D,D,D,D,E,C,A,E,,,,,,,,,,,C,,,,D,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,
2018-02-14 00:27:02,2018-02-14 00:27:39,IP Address,117.55.242.118,0,37,False,2018-02-14 10:42:09,R_1DITftYsSE3AmHT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:25:24,2018-02-14 00:40:22,IP Address,103.25.44.2,100,897,False,2018-02-14 10:42:14,R_1F9fPOg8EQX35Ps,,,,,,,anonymous,EN,A26KS0EB5XV4N9,Female,23,Master's Degree,Asian,Yes,D,D,E,A,B,B,A,C,E,C,A,D,E,C,D,D,E,A,A,B,B,D,D,D,B,C,C,B,D,D,D,D,E,B,B,D,E,C,C,E,E,A,A,A,D,A,E,B,C,C,B,C,C,A,D,D,B,E,B,E,A,A,A,A,B,B,B,B,C,C,C,C,E,D,D,D,E,E,A,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,NO,61,785999
2018-02-14 00:23:51,2018-02-14 00:32:05,IP Address,73.99.91.39,24,493,False,2018-02-14 10:42:15,R_28IDrUCKfsWiOAk,,,,,,,anonymous,EN,A3A4ZWV53ALGGD,Female,31,Some High School,White,Yes,A,A,A,,B,B,B,B,D,C,,,D,D,D,,E,E,E,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
2018-02-14 00:23:40,2018-02-14 00:25:43,IP Address,103.25.44.2,20,123,False,2018-02-14 10:42:28,R_24c22fk3gzbC8K8,,,,,,,anonymous,EN,A11ZS25OQS2ED0,Female,35,Bachelor's Degree,"American Indian or Alaska Native,Asian",Yes,,B,D,E,A,,C,D,,C,,E,,B,A,,,B,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018-02-14 00:23:15,2018-02-14 00:30:13,IP Address,219.91.209.20,44,417,False,2018-02-14 10:42:29,R_2zSDtmxZUu4jJdC,,,,,,,anonymous,EN,A9V77AP0V4RHF,Male,30,Associates Degree,Asian,Yes,A,C,E,D,C,C,C,E,B,C,A,D,B,C,A,C,C,B,B,B,C,E,C,C,E,C,,C,C,D,C,E,C,E,B,E,A,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2018-02-14 00:38:31,2018-02-14 00:43:09,IP Address,103.21.78.154,13,278,False,2018-02-14 10:42:35,R_2VwOROWhqFT66Et,,,,,,,anonymous,EN,A3IM1NBW1G1TCU,Male,25,Bachelor's Degree,White,Yes,,C,C,,,,,C,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2018-02-14 00:37:14,2018-02-14 00:58:49,IP Address,103.25.44.2,100,1294,False,2018-02-14 10:42:36,R_4IoxVUbK6K0JOCd,,,,,,,anonymous,EN,A18Q96TEN80REC,Female,26,Master's Degree,Asian,Yes,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,C,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,E,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,GOOD,98,785999
2018-02-14 00:32:49,2018-02-14 00:37:14,IP Address,103.25.44.2,13,265,False,2018-02-14 10:42:36,R_pRbqQXzWDSTCJqx,,,,,,,anonymous,EN,A18Q96TEN80REC,Female,26,Master's Degree,Asian,Yes,,,,,,,,,,,C,,,,D,,,,C,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2018-02-14 00:36:10,2018-02-14 00:51:23,IP Address,103.25.44.2,100,913,False,2018-02-14 10:42:37,R_z6EUuqfExD0t43v,,,,,,,anonymous,EN,A3J08ETUZNPUF3,Female,27,Bachelor's Degree,Asian,Yes,A,E,E,B,E,C,B,B,C,E,C,B,A,D,A,D,C,C,C,B,A,A,A,E,B,B,B,B,C,C,E,E,D,D,D,D,B,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,C,C,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,C,E,E,C,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,C,NO,78,785999
2018-02-14 00:32:42,2018-02-14 00:35:49,IP Address,103.25.44.2,7,187,False,2018-02-14 10:42:38,R_2qeIIyQuy2kTCT1,,,,,,,anonymous,EN,AJEIX4HPLQM0H,Female,27,Bachelor's Degree,"White,Asian",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:27:41,2018-02-14 00:40:23,IP Address,103.25.44.2,12,761,False,2018-02-14 10:42:38,R_3NCYEkKz7mUUfno,,,,,,,anonymous,EN,A26KS0EB5XV4N9,Female,23,Master's Degree,Asian,Yes,,,,,,,,,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:23:13,2018-02-14 00:35:30,IP Address,142.161.140.212,82,737,False,2018-02-14 10:42:40,R_1gcm96DQ2HX5XnO,,,,,,,anonymous,EN,A3AGJSGD009WMM,Female,31,Bachelor's Degree,White,Yes,C,A,A,D,B,B,B,B,C,E,C,C,C,D,C,D,E,B,B,E,C,A,A,D,B,B,B,B,C,C,C,C,D,C,D,D,A,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,D,D,D,D,E,E,E,E,A,A,A,A,B,B,B,B,C,C,C,C,C,D,D,D,E,E,E,E,,,,,,,,,,,,,,,,,,,E,,,69,
2018-02-14 00:25:42,2018-02-14 00:40:31,IP Address,117.242.89.191,0,889,False,2018-02-14 10:42:40,R_214XXL6hBVAn5p6,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2018-02-14 00:23:18,2018-02-14 00:35:49,IP Address,103.25.44.2,100,750,False,2018-02-14 10:42:41,R_VRqKxwvWDM5s8gN,,,,,,,anonymous,EN,AJEIX4HPLQM0H,Female,27,Bachelor's Degree,Asian,Yes,A,B,A,B,D,D,D,D,E,C,C,E,E,D,D,E,E,C,C,E,A,B,A,B,D,E,D,D,A,E,D,E,C,E,E,D,E,C,E,E,A,A,A,A,D,D,D,D,A,C,C,C,C,E,E,C,C,A,C,D,A,A,A,A,D,D,D,C,E,A,D,C,C,E,C,E,E,D,C,B,A,A,A,A,B,B,B,D,C,C,C,C,D,D,D,D,E,E,E,E,VERY NICE,46,785999
